address,detail_url,neighborhood
"930 Chartres St, New Orleans, LA 70116",https://www.zillow.com/homedetails/930-Chartres-St-New-Orleans-LA-70116/342017902_zpid/,french-quarter
"1020 Esplanade Ave Apt 213, New Orleans, LA 70116",https://www.zillow.com/homedetails/1020-Esplanade-Ave-APT-213-New-Orleans-LA-70116/148975061_zpid/,french-quarter
"1921 Gov Nicholls St, New Orleans, LA 70116",https://www.zillow.com/homedetails/1921-Gov-Nicholls-St-New-Orleans-LA-70116/84447965_zpid/,french-quarter
"920 Saint Louis St Apt 4, New Orleans, LA 70112",https://www.zillow.com/homedetails/920-Saint-Louis-St-APT-4-New-Orleans-LA-70112/110378029_zpid/,french-quarter
"1125 Royal St Apt 3, New Orleans, LA 70116",https://www.zillow.com/homedetails/1125-Royal-St-APT-3-New-Orleans-LA-70116/73780143_zpid/,french-quarter
"539 Toulouse St Apt D, New Orleans, LA 70130",https://www.zillow.com/homedetails/539-Toulouse-St-APT-D-New-Orleans-LA-70130/148969933_zpid/,french-quarter
"716 Dumaine St, New Orleans, LA 70116",https://www.zillow.com/homedetails/716-Dumaine-St-New-Orleans-LA-70116/73777610_zpid/,french-quarter
"1224 Saint Charles Ave Apt 214, New Orleans, LA 70130",https://www.zillow.com/homedetails/1224-Saint-Charles-Ave-APT-214-New-Orleans-LA-70130/148958936_zpid/,central-city
"1720 Philip St, New Orleans, LA 70113",https://www.zillow.com/homedetails/1720-Philip-St-New-Orleans-LA-70113/73821693_zpid/,central-city
"2102 Josephine St, New Orleans, LA 70113",https://www.zillow.com/homedetails/2102-Josephine-St-New-Orleans-LA-70113/149047521_zpid/,central-city
"2113-15 S Liberty St, New Orleans, LA 70113",https://www.zillow.com/homedetails/2113-15-S-Liberty-St-New-Orleans-LA-70113/2065971882_zpid/,central-city
"2823 2nd St, New Orleans, LA 70113",https://www.zillow.com/homedetails/2823-2nd-St-New-Orleans-LA-70113/247553694_zpid/,central-city
"1404 Prytania St #f2, New Orleans, LA 70130",https://www.zillow.com/homedetails/1404-Prytania-St-F2-New-Orleans-LA-70130/84439423_zpid/,central-city
"1525 Clio St Apt 5, New Orleans, LA 70130",https://www.zillow.com/homedetails/1525-Clio-St-APT-5-New-Orleans-LA-70130/84440316_zpid/,central-city
"2320 2nd St, New Orleans, LA 70113",https://www.zillow.com/homedetails/2320-2nd-St-New-Orleans-LA-70113/73821867_zpid/,central-city
"2608 Magnolia St, New Orleans, LA 70113",https://www.zillow.com/homedetails/2608-Magnolia-St-New-Orleans-LA-70113/114010815_zpid/,central-city
"4601 Murano Rd, New Orleans, LA 70129",https://www.zillow.com/homedetails/4601-Murano-Rd-New-Orleans-LA-70129/149039361_zpid/,lake-catherine
"3262 Ridgeway Blvd, New Orleans, LA 70129",https://www.zillow.com/homedetails/3262-Ridgeway-Blvd-New-Orleans-LA-70129/149037664_zpid/,lake-catherine
